symbol,review_status,requirement_status,documentation_status,layer,feature_group,checked,rationale,source_url,notes
CONFIG_LEDS_TRIGGER_BACKLIGHT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_CAMERA,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_CPU,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_DEFAULT_ON,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_DISK,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_GPIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_HEARTBEAT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_INPUT_EVENTS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_MTD,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_NETDEV,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_ONESHOT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_PANIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_PATTERN,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_TIMER,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_TRANSIENT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TRIGGER_TTY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_TURRIS_OMNIA,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_UPBOARD,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_USER,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_WM831X_STATUS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_WM8350,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEDS_WRAP,TODO,UNRESOLVED,,,,0,,,
CONFIG_LED_TRIGGER_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_DIRECT_IO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_PTYS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_PTY_COUNT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_TIMER_TICK,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_TIOCSTI,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_VSYSCALL_NONE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LEGACY_VSYSCALL_XONLY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_SE10_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_SE30_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_CAMERA,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_DATA01,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_EVENTS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_GAMEZONE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_HELPERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_HOTKEY_UTILITIES,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_WMI_TUNING,TODO,UNRESOLVED,,,,0,,,
CONFIG_LENOVO_YMC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LG_LAPTOP,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_MESH,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_SDIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_THINFIRM,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_THINFIRM_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_THINFIRM_USB,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBERTAS_USB,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBETH,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBETH_XDP,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBFC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBFCOE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBFDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBIE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBIE_ADMINQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBIE_FWLOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBIPW,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBIPW_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBNVDIMM,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIBWX,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIDAR_LITE_V2,TODO,UNRESOLVED,,,,0,,,
CONFIG_LINEAR_RANGES,TODO,UNRESOLVED,,,,0,,,
CONFIG_LINEAR_RANGES_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_LINEDISP,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIQUIDIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIQUIDIO_CORE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIQUIDIO_VF,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIRC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIST_HARDENED,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIST_KUNIT_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_LITEX,TODO,UNRESOLVED,,,,0,,,
CONFIG_LITEX_LITEETH,TODO,UNRESOLVED,,,,0,,,
CONFIG_LITEX_SOC_CONTROLLER,TODO,UNRESOLVED,,,,0,,,
CONFIG_LIVEPATCH,TODO,UNRESOLVED,,,,0,,,
CONFIG_LKDTM,TODO,UNRESOLVED,,,,0,,,
CONFIG_LLC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LLC2,TODO,UNRESOLVED,,,,0,,,
CONFIG_LLD_VERSION,TODO,UNRESOLVED,,,,0,,,
CONFIG_LMK04832,TODO,UNRESOLVED,,,,0,,,
CONFIG_LMP91000,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOAD_IPL_KEYS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOAD_PPC_KEYS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOAD_UEFI_KEYS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCALVERSION,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCALVERSION_AUTO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKD,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_BITS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_CHAINS_BITS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_CIRCULAR_QUEUE_BITS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_SMALL,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_STACK_TRACE_BITS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_STACK_TRACE_HASH_BITS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKDEP_SUPPORT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKD_V4,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCKUP_DETECTOR,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_DEBUGGING_SUPPORT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_DOWN_KERNEL_FORCE_CONFIDENTIALITY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_DOWN_KERNEL_FORCE_INTEGRITY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_DOWN_KERNEL_FORCE_NONE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_EVENT_COUNTS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_MM_AND_FIND_VMA,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_SPIN_ON_OWNER,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_STAT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOCK_TORTURE_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGIG940_FF,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGIRUMBLEPAD2_FF,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGITECH_FF,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGIWHEELS_FF,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_DEC_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_LINUX_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_LINUX_MONO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_LINUX_VGA16,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_MAC_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_PARISC_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_SGI_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_SUN_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_SUPERH_CLUT224,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_SUPERH_MONO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOGO_SUPERH_VGA16,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOG_BUF_SHIFT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOG_CPU_MAX_BUF_SHIFT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LONGEST_SYM_KUNIT_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGARCH_PLATFORM_DEVICES,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON1_APB_DMA,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON1_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON2_APB_DMA,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON2_CPUFREQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON2_GUTS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON2_PM,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON2_THERMAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON3_CPUFREQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_EIOINTC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_HTPIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_HTVEC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_LAPTOP,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_LIOINTC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_PCH_LPC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_PCH_MSI,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOONGSON_PCH_PIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LOOPBACK_TARGET,TODO,UNRESOLVED,,,,0,,,
CONFIG_LP8788_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC18XX_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC18XX_DAC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC18XX_DMAMUX,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC18XX_WATCHDOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC32XX_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC32XX_DMAMUX,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC_ENET,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC_ICH,TODO,UNRESOLVED,,,,0,,,
CONFIG_LPC_SCH,TODO,UNRESOLVED,,,,0,,,
CONFIG_LP_CONSOLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LRU_CACHE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LRU_GEN,TODO,UNRESOLVED,,,,0,,,
CONFIG_LRU_GEN_ENABLED,TODO,UNRESOLVED,,,,0,,,
CONFIG_LRU_GEN_STATS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LRU_GEN_WALKS_MMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_LS1X_IRQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_LS2K_RESET,TODO,UNRESOLVED,,,,0,,,
CONFIG_LSI_ET1011C_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LSM,TODO,UNRESOLVED,,,,0,,,
CONFIG_LSM_MMAP_MIN_ADDR,TODO,UNRESOLVED,,,,0,,,
CONFIG_LS_EXTIRQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_LS_SCFG_MSI,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC1660,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2309,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2471,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2485,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2496,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2497,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2632,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2664,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2688,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTC2983,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTL_MON_EVENTS_ID,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTO,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTO_CLANG,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTO_CLANG_FULL,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTO_CLANG_THIN,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTO_NONE,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTR390,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTR501,TODO,UNRESOLVED,,,,0,,,
CONFIG_LTRF216A,TODO,UNRESOLVED,,,,0,,,
CONFIG_LV0104CS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LWQ_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_LWTUNNEL,TODO,UNRESOLVED,,,,0,,,
CONFIG_LWTUNNEL_BPF,TODO,UNRESOLVED,,,,0,,,
CONFIG_LXT_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_LZ4HC_COMPRESS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LZ4_COMPRESS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LZ4_DECOMPRESS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LZO_COMPRESS,TODO,UNRESOLVED,,,,0,,,
CONFIG_LZO_DECOMPRESS,TODO,UNRESOLVED,,,,0,,,
CONFIG_M486,TODO,UNRESOLVED,,,,0,,,
CONFIG_M486SX,TODO,UNRESOLVED,,,,0,,,
CONFIG_M54xx_WATCHDOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_M586,TODO,UNRESOLVED,,,,0,,,
CONFIG_M586MMX,TODO,UNRESOLVED,,,,0,,,
CONFIG_M586TSC,TODO,UNRESOLVED,,,,0,,,
CONFIG_M62332,TODO,UNRESOLVED,,,,0,,,
CONFIG_M686,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_DEBUGFS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_DEBUG_COUNTERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_DEBUG_MENU,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_HAS_RC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_HT_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_HWSIM,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_IBSS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_KUNIT_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_LEDS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MESH,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MESH_CSA_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MESH_PS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MESH_SYNC_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MESSAGE_TRACING,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MHWMP_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MLME_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MPATH_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_MPL_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_NOINLINE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_OCB_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_PS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_RC_DEFAULT,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_RC_DEFAULT_MINSTREL,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_RC_MINSTREL,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_STA_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_STA_HASH_MAX_SIZE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_TDLS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC80211_VERBOSE_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC802154,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC8390,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC89x0,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACB,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACB_PCI,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACB_USE_HWSTAMP,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACE_AAUI_PORT,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACHZ_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACINTOSH_DRIVERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACMACE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACSEC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACSONIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACVLAN,TODO,UNRESOLVED,,,,0,,,
CONFIG_MACVTAP,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC_EMUMOUSEBTN,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC_FLOPPY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC_PARTITION,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAC_SCSI,TODO,UNRESOLVED,,,,0,,,
CONFIG_MADERA_IRQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAG3110,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAGIC_SYSRQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAGIC_SYSRQ_DEFAULT_ENABLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAGIC_SYSRQ_SERIAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAGIC_SYSRQ_SERIAL_SEQUENCE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAILBOX,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAILBOX_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_MANAGER_SBS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MANA_INFINIBAND,TODO,UNRESOLVED,,,,0,,,
CONFIG_MANTIS_CORE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAPPING_DIRTY_HELPERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_10G_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_88Q2XXX_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_88X2222_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_CN10K_DDR_PMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_CN10K_DPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_CN10K_TAD_PMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_GTI_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_PEM_PMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_MARVELL_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MATH_EMULATION,TODO,UNRESOLVED,,,,0,,,
CONFIG_MATOM,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX1027,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX11100,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX1118,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX11205,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX11410,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX1241,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX1363,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX30100,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX30102,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX30208,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX31827,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX31856,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX31865,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX34408,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX44000,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX44009,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX517,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX5432,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX5481,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX5487,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX5522,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX5821,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX63XX_WATCHDOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX6959,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX77541_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX77620_THERMAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX77620_WATCHDOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX8925_POWER,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX9611,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAXIM_THERMOCOUPLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAXLINEAR_86110_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAXLINEAR_GPHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAXSMP,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAX_SKB_FRAGS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MAY_HAVE_SPARSE_IRQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_MB1232,TODO,UNRESOLVED,,,,0,,,
CONFIG_MC3230,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCB,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCB_LPC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCB_PCI,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCF8390,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCF_EDMA,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCHP_CLK_MPFS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCHP_EIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCHP_LAN966X_PCI,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCHP_SBI_IPC_MBOX,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP320X,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP3422,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP3564,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP3911,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4018,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP41010,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4131,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4531,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4725,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4728,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4821,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP4922,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP9600,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP_SA11X0,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP_UCB1200,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCP_UCB1200_TS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCRUSOE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_FLOWS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_SERIAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_SERIAL_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_TRANSPORT_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_TRANSPORT_I3C,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCTP_TRANSPORT_USB,TODO,UNRESOLVED,,,,0,,,
CONFIG_MCYRIXIII,TODO,UNRESOLVED,,,,0,,,
CONFIG_MD,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDA_CONSOLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_AIROHA,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_ASPEED,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_BCM_IPROC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_BCM_UNIMAC,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_BITBANG,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_BUS,TODO,UNRESOLVED,,,,0,,,
CONFIG_MDIO_BUS_MUX,TODO,UNRESOLVED,,,,0,,,
